Question,Answer,Source
What is Open Box Delivery?,"Open Box delivery is a service by Myntra where our delivery partners will open the outer as well as the brand packet for showing the contents to the customer after taking customerâ€™s consent. After the customer is satisfied with the product, OTP must be shared by the customer with the delivery partner to hand over the product to the customer and complete the process of Open Box Delivery.",https://www.myntra.com/faqs
Is this Service available everywhere?,Open Box Delivery will only be available for select pincodes.,https://www.myntra.com/faqs
Is Open box delivery a free service?,"Yes, Open Box Delivery is a free service. You can enjoy the benefits of having your package opened in front of you without incurring any additional charges.",https://www.myntra.com/faqs
"In the case of COD, when should I make payment? Before or After Open Box Delivery?","To avail of Open Box Delivery, it is necessary to make the payment first. After making the payment, the delivery partner will start the unboxing procedure to show the product to the customer. Once the package is opened in front of you, you have the opportunity to check the contents of the order. If you discover that the product is missing, damaged, or significantly different from what you ordered, you have the option to return the product immediately and get the on-spot refund immediately.",https://www.myntra.com/faqs
What will happen if the product is found to be missing/damaged/wrong (Completely different from what I ordered) at the time of the delivery?,"In case you find the product or parts of the product to be missing, damaged or completely different from what you ordered, please do not accept it and ask our delivery partner to take it back. In case of COD orders, you'll get your refund immediately from our delivery partner. In case of prepaid orders, you'll get a refund credited back to the source.",https://www.myntra.com/faqs
Can I try the product to check size and fit issue?,"Customers can try their products at their convenience after the Open Box Delivery has been successfully completed and the product has been handed over to the customer. In case of any size and fit issues, the customer needs to raise a separate return/exchange request.",https://www.myntra.com/faqs
Can I get a replacement instead of a refund in case of wrong/ damaged/ Missing product is found at the time of delivery?,"The Open Box Delivery feature does not allow replacement or exchange if the customer marks the product as Wrong/Damaged/Missing. Once the customer confirms that they do not want to receive the product owing to the above reasons, only refund can be enabled.However, if the customer is satisfied with the contents of the product and accepts the product, then the customer will have the option to exchange the product for a different size, color and also anyother product on the platform.",https://www.myntra.com/faqs
What if I found that my product is wrong/damaged or a component is missing after delivery will I have an option to return the product?,"A return request for a Missing, Damaged or wrong product will NOT be accepted once Open Box Delivery is successfully completed. The purpose of this feature is to ensure that customers are satisfied with the products that they are receiving, after getting a chance to thoroughly check the product and giving consent. The option to return or exchange under other reasons, apart from the ones mentioned above, will still be available to the customer.",https://www.myntra.com/faqs
For Electronics what if the device is not working?,You can get in touch with us for such issues.,https://www.myntra.com/faqs
What is the Incentivization Program?,"Review incentivization program offers incentivization for providing reviews on the platform. Upon successful submission and approval of the review, a scratch card would be generated for the users. Upon redemption of the scratch card, a reward would be provided. Reward would be available based on the chance and can be different for different users",https://www.myntra.com/faqs
What is the eligible product for this Incentivization Program?,"Eligibility of the product for the rewards can be checked in MyOrders. Currently all styles are eligible for the reward. However, Myntra reserves the right to restrict it to selected items in the future",https://www.myntra.com/faqs
What is the duration of the Redemption Period?,Scratch Card should be redeemed in 7 days post allocation of the scratch card,https://www.myntra.com/faqs
How to claim the Incentivization Program?,"Upon successful redemption, Myntra credit will automatically be added to the account. Users can consume the same on their next purchase",https://www.myntra.com/faqs
What is fwd?,fwd is Myntraâ€™s fashion platform designed for GenZ. It features a curated selection of brands and styles that appeal to the GenZ audience.,https://www.myntra.com/faqs
What is the Referral Program?,"The Referral Program lets you share a unique referral link with your friends who haven't shopped on Myntra before. If they make a purchase using your link and don't return the items, both of you will earn rewards.",https://www.myntra.com/faqs
How do I join the Referral Program?,"You can join by sharing your unique referral link with friends who donâ€™t have a Myntra account. When they make their first purchase using your link, you'll both get rewards.",https://www.myntra.com/faqs
What rewards can I earn?,"For each successful referral, you can earn a reward of Rs.250. You can redeem your reward in two ways:
Convert to MynCash: Turn your referrals into MynCash at any time.
Bank Account Redemption: Redeem your rewards directly into your bank account once they reach a total of Rs.10000. Youâ€™ll need to provide your bank details and any required documents.",https://www.myntra.com/faqs
Is there a limit to the rewards I can earn?,"Yes, you can earn up to INR 50,000 in rewards per financial year (April 2024-Mar 2025). Once you reach this limit, you wonâ€™t earn more rewards until the next financial year.",https://www.myntra.com/faqs
How are my bank details used?,Your bank details are only used to process your rewards. We handle this information confidentially and donâ€™t share it with anyone outside the program.,https://www.myntra.com/faqs
What is the Offer Period?,The Offer Period starts at midnight on 1st August 2024 and continues until Myntra decides to end it. The termination of this referral program shall be communicated to the users/customers by giving 30 (thirty) days notice by Myntra.MynCash earned during this time can be used for purchases and will expire at the end of the Offer Period if not used.,https://www.myntra.com/faqs
What if my Invitee returns their purchase?,"Rewards are given after the return period for the Inviteeâ€™s purchase ends. If they return their purchase, no rewards will be given.",https://www.myntra.com/faqs
Can I share my referral link with multiple people?,"Yes, you can share your unique referral link with as many people as you like and earn rewards for each successful referral.",https://www.myntra.com/faqs
How will I know the value of the rewards I earn?,The value of the rewards will be Rs.250 per successful referral.,https://www.myntra.com/faqs
What documentation is needed for bank account redemption?,Youâ€™ll need to provide your bank account details and any necessary legal documents.,https://www.myntra.com/faqs
Can I convert my referrals to rewards anytime?,"Yes, you can convert your successful referrals to MynCash anytime. For direct bank account redemption, you need to reach a specific amount of unredeemed rewards (Rs. 10000)",https://www.myntra.com/faqs
What does my friend get?,"Your friend receives a Rs 250 off coupon, which they can use on any item on Myntra which belongs to the fwd selection.",https://www.myntra.com/faqs
I have shared my link with my friend. Why havenâ€™t I received the reward?,"If you haven't received your reward after sharing your referral link with a friend, here are some possible reasons:
First-Time Sign-up Requirement: Your friend must have a first-time sign-up on the platform. If they have previously made a transaction on Myntra, the referral won't qualify for rewards.
Completion of Transaction: Your friend needs to complete a fwd purchase using your referral link. The reward is only granted after a successful transaction is made. Ask your friend to make a purchase using the coupon they have received.
fwd Transaction: IF your friend has made a purchase on Myntra but it is not from fwd selection. You will not receive a reward.
Return Period:The reward is given only after the return period for your friend's purchase has ended. If the return period hasn't finished yet, you might need to wait a bit longer.
No Returns:If your friend returned the items they purchased, the referral reward will not be granted.
Offer Period: Make sure the referral was made during the Offer Period (1st Aug - 31st Dec 2024) If the offer has ended or hasn't started yet, the referral won't be counted.",https://www.myntra.com/faqs
How can I verify that my friend was indeed a first-time user on the platform?,Your friend will not be receiving the 250 off coupon if they are not the first time user on the platform.,https://www.myntra.com/faqs
Is there a way to check if my friend correctly used the referral link?,"Your friend should either click on the link shared from your referral, or enter your referral code in the sign up page.",https://www.myntra.com/faqs
What is the exact return period for the items my friend purchased?,The return period may depend on the style your friend has purchased - it typically ranges from 14-30 days,https://www.myntra.com/faqs
When exactly should I expect the reward to be credited after the return period ends?,You will be credited the reward 1 day after the return period ends for your friendâ€™s fwd purchase.,https://www.myntra.com/faqs
Will I receive a notification or email once my reward is credited?,"Yes, you will receive a notification in your app when a reward is credited for a friendâ€™s successful transaction.",https://www.myntra.com/faqs
Is there a way to track the status of my referral rewards on the app or website?,"Yes, you can go the the referral page link to check your rewards",https://www.myntra.com/faqs
"Is there a limit to the number of referrals I can make, and if so, have I reached it?",No - there is no limit to the referrals you can make - but you can only earn a maximum of Rs 50000 through all your referrals.,https://www.myntra.com/faqs
"My friend entered my referral code, but did not get any coupon. Why?","This could happen if you are no more eligible to refer any friends because of multiple possible reasons.
Myntra decided to revoke your referral access for not following referral guidelines ethically.
You have reached a limit of 50000 referrals for the financial year
Your friend did not enter the correct referral code while signing up
Your friend is not a new Myntra customer.",https://www.myntra.com/faqs
How much does fwd pass cost?,"Rs 9. Customers will get a subscription with the benefit of extra 10% off (upto Rs.50 on purchases upto Rs.999 & upto Rs.150 on purchases above Rs.999), applicable on select fwd styles, valid for 6 months from purchase of fwd pass.",https://www.myntra.com/faqs
"What is the cost of the fwd pass, and how can I join?","The membership fee for our fwd pass is Rs 9 for 6 months. To join, simply visit our app and add the fwd pass to your bag. You can buy it individually or along with other items in your bag. You can avail fwd pass benefits in the same order that you purchase the pass. You will become a fwd pass holder immediately after the confirmation of fwd pass order.",https://www.myntra.com/faqs
Is the fwd pass membership fee refundable?,"No, the membership fee for the fwd pass is non-refundable and non-cancellable. However, the program's benefits and perks are available to you for the entire duration of your membership.",https://www.myntra.com/faqs
How long does the fwd pass membership last?,The fwd pass membership is valid for 6 months from the date of enrollment. You will have access to all the benefits and perks during this period.,https://www.myntra.com/faqs
Can I renew my fwd pass membership after it expires?,"Yes, you can renew your membership once it expires to continue enjoying the benefits for another year.",https://www.myntra.com/faqs
Are there any restrictions on using the 10% coupon benefit on products?,This coupon benefit will only be applicable on select fwd styles. The coupon can only be availed on select fwd styles and the value will be 10% (upto Rs.50 on purchases upto Rs.999 & upto Rs.150 on purchases above Rs.999).,https://www.myntra.com/faqs
Will I still earn fwd pass benefits if I use additional benefits or coupon codes during checkout?,"Yes, you will still get respective coupon benefits on fwd styles and be eligible for other fwd pass benefits, even if you use additional benefits or coupon codes, unless otherwise stated in the offer terms.
If you have any more questions or require further assistance, please feel free to reach out to our dedicated customer support team through 08061561999. We are here to help you make the most of your fwd pass membership!",https://www.myntra.com/faqs
What is Simpl Pay in 3?,"Simpl Pay in 3 allows you to split your purchase into three equal payments, making it easier to manage your expenses without additional charges.",https://www.myntra.com/faqs
How does Simpl Pay in 3 work?,"When you select Simpl Pay in 3 at checkout, your total purchase amount is split into three interest-free installments. The ï¬rst payment is made at the time of purchase, using UPI, credit/debit cards, or net banking. The remaining two payments are due over the next two months.
To pay the remaining installments, simply download the Simpl app (available on Android and iOS) and make the payments on or before the due dates for the second and third installments. You'll receive reminders, ensuring you never miss a payment.",https://www.myntra.com/faqs
Am I eligible to use Simpl Pay in 3?,Eligibility is based on various factors such as your credit history with Simpl and the value of the purchase. You will be notiï¬ed of your eligibility when you select Pay in 3 at checkout.,https://www.myntra.com/faqs
Is there any interest or additional fee for using Simpl Pay in 3?,"No, Simpl Pay in 3 is completely interest-free and there are no hidden costs associated with it. You only pay the cost of the product in three equal installments.",https://www.myntra.com/faqs
How do I choose Simpl Pay in 3 as my payment method?,"During checkout, select Simpl Pay in 3 as your payment option. If youâ€™re a new user, youâ€™ll need to sign up with just entering your number followed by OTP authentication. If youâ€™re an existing Simpl customer, just select Pay in 3 and proceed with your purchase.",https://www.myntra.com/faqs
What happens if I miss a payment?,Simpl may charge a late fee if you miss a scheduled payment. We recommend keeping suï¬ƒcient funds in your account to ensure that payments are processed on time. You will be notiï¬ed of any missed payments via email or SMS.,https://www.myntra.com/faqs
Can I repay the remaining balance early?,"You canâ€™t repay us back the remaining balance earlier before the due date. However, this would be a possibility in the future and we will be updating it here, once this is enabled.",https://www.myntra.com/faqs
What happens if I cancel my order or return a product?,"If you cancel your order or return a product, the amount you've already paid will be refunded post successful refund initiation by Myntra. The refund will be based on the Last Paid First Refunded principle. This means refunds are processed starting with the most recent payment, and the remaining balance will be refunded to the earlier payment methods. Below are some examples to help explain:
Example Scenarios:
Case #1:
You made a purchase of â‚¹3,000 using Simpl Pay in 3. The ï¬rst payment of â‚¹1,000 was made via UPI, and the second payment of â‚¹1,000 was made using your credit card. If you return items worth â‚¹1,500, the refund is processed as follows:
The ï¬rst â‚¹1,000 will be adjusted in the Simpl ledger, so you will not need to make the third installment.
The remaining â‚¹500 will be refunded to your credit card, as it was the payment method for the second installment.
Case #2:
You purchased items worth â‚¹4,500 with Simpl Pay in 3. The ï¬rst installment of â‚¹1,500 was paid via net banking, and the second installment of â‚¹1,500 was paid on Simpl app using a debit card. You return items worth â‚¹3,000. Here's the refund breakdown:
The ï¬rst â‚¹1,500 will be adjusted in the Simpl ledger, canceling your third installment.
The next â‚¹1,500 will be refunded to your debit card, since that was the payment method for your second installment.
Case #3:
You made a purchase of â‚¹6,000 with Simpl Pay in 3. The ï¬rst installment of â‚¹2,000 was paid via UPI, and the second installment of â‚¹2,000 via a credit card. You return items worth â‚¹5,000. Here's how it works:
The ï¬rst â‚¹2,000 will be adjusted in the Simpl ledger, eliminating the third installment.
The next â‚¹2,000 will be refunded to your credit card (used for the second installment).
The remaining â‚¹1,000 will be refunded to your UPI account (used for the ï¬rst installment).
Case #4:
You made a purchase of â‚¹9,000 using Simpl Pay in 3. The ï¬rst installment of â‚¹3,000 was paid via a debit card, the second installment of â‚¹3,000 via UPI, and the third installment of â‚¹3,000 was paid via net banking. You return items worth â‚¹6,000. The refund is processed as follows:
The ï¬rst â‚¹3,000 will be refunded to your net banking account (the most recent payment).
The next â‚¹3,000 will be refunded to your UPI account (used for the second installment).
Case #4:
You made a purchase of â‚¹12,000 using Simpl Pay in 3. The ï¬rst installment of â‚¹4,000 was paid via UPI, the second installment of â‚¹4,000 was paid via a credit card, and the third installment of â‚¹4,000 was paid via net banking. You return items worth â‚¹9,000 after all three installments are complete. Here's how the refund is handled:
The ï¬rst â‚¹4,000 will be refunded to your net banking account (used for the third installment).
The next â‚¹4,000 will be refunded to your credit card (used for the second installment).
The remaining â‚¹1,000 will be refunded to your UPI account (used for the ï¬rst installment).",https://www.myntra.com/faqs
How will I know when my payments are due?,Simpl will send you reminders via SMS or email or app notiï¬cations before each payment is due. You can also track your payment schedule through your Simpl account.,https://www.myntra.com/faqs
What is the minimum and maximum order value to use Simpl Pay in 3?,The availability of Pay in 3 may depend on the order value. You'll see the option during checkout if your order qualiï¬es.,https://www.myntra.com/faqs
Can I use Simpl Pay in 3 for all items on Myntra?,"Simpl Pay in 3 is available for most products, but some restricted items may not be eligible for this payment method. Youâ€™ll be notiï¬ed at checkout if any item in your cart is not eligible.",https://www.myntra.com/faqs
How do I contact Simpl for any issues with Pay in 3?,"For any questions or concerns regarding Simpl Pay in 3, you can reach Simplâ€™s customer support via their website or app.",https://www.myntra.com/faqs
How does the payment cycle for Simpl Pay in 3 work?,"The payment cycle depends on the date of your purchase:
If your purchase is made between the 1st and 20th of the month:
The ï¬rst installment is paid at the time of purchase. The second installment will be due by the 3rd of the following month, and the third installment will be due by the 3rd of the month after that.
If your purchase is made between the 21st and the end of the month (30th/31st):
The ï¬rst installment is paid at the time of purchase. The second installment will be due by the 3rd of the month after the next, and the third installment will be due by the 3rd of the subsequent month.
Example
If you make a purchase on August 18th, your payment schedule will look like this: + First installment: August 18th (day of purchase) + Second installment: Due by September 3rd + Third installment: Due by October 3rd
If you make a purchase on August 25th, your payment schedule will be:
First installment: August 25th (day of purchase)
Second installment: Due by October 3rd
Third installment: Due by November 3rd",https://www.myntra.com/faqs
What payment methods are accepted for Simpl Pay in 3?,"We currently accept UPI, credit cards, and net banking for making installment payments. However, as of 1st August 2024, American Express, Diners Club, prepaid cards, and corporate cards are not supported. This list may be updated as we expand support for more card types in the future.",https://www.myntra.com/faqs
My money got debited but the order was not placed. What should I do?,"If your payment was deducted but the order was not placed, the amount will automatically be refunded to your account. Typically, this process takes 3 to 7 working days. If the refund doesnâ€™t reï¬‚ect after this time, please contact Simpl customer support.",https://www.myntra.com/faqs
In how many days will the refund be credited to my account?,Refunds are generally processed within 3 to 7 working days after they are initiated. The exact time depends on your bank or payment provider.,https://www.myntra.com/faqs
"It's been over 10 days since my refund was initiated, but I havenâ€™t received the money back. What should I do?","If more than 10 days have passed and you still havenâ€™t received your refund, please contact Simpl customer support. We will help track your refund and resolve the issue.",https://www.myntra.com/faqs
I didnâ€™t get the cashback that was promised at the time of placing my order. What should I do?,"Cashback is typically credited after the completion of the ï¬rst payment for Pay in 3 and should reï¬‚ect as a deduction in the amount due for your second installment. If you havenâ€™t received your cashback, please review the offer terms to ensure eligibility. If the issue persists, contact Simpl customer support for further assistance.",https://www.myntra.com/faqs
"I have an available Simpl limit, but I am unable to transact via Simpl Pay in 3. Why?","If you have an available Simpl limit but canâ€™t use Simpl Pay in 3, this could be due to eligibility criteria for that speciï¬c transaction. Please ensure that your Simpl account is active and you donâ€™t have any outstanding bills. For further issues, contact Simpl customer support.",https://www.myntra.com/faqs
"I received â‚¹xx cashback, but I am unable to see it in my Simpl account or use it via Simpl Pay Later.","Cashback for Pay in 3 is typically credited after your ï¬rst payment and is automatically applied as a deduction to your second installment. If you are unable to see the cashback or if it hasn't been applied, ï¬rst review the offer terms to ensure you meet the eligibility criteria. If the issue continues, contact Simpl customer support for help. Please note that cashback cannot be used for Simpl Pay Later transactions; it is only applied as a deduction toward your second installment for Pay in 3.",https://www.myntra.com/faqs
I am not receiving an OTP to sign up on Simpl. What should I do?,"If youâ€™re not receiving an OTP for Simpl signup, try the following:
Ensure you have network coverage.
Verify that your phone number is entered correctly.
Check for any issues with your mobile carrier. If the problem persists, contact Simpl customer support for help.",https://www.myntra.com/faqs
My ï¬rst transaction is failing every time. What should I do?,"If your ï¬rst transaction keeps failing, it could be due to technical issues, insuï¬ƒcient funds, or eligibility. Here are a few steps you can take based on the payment method you are using:
For UPI:
a) Try using a different UPI app
b) Switch to a different bank account linked to UPI
c) Wait a few minutes and try again
For Cards:
a) Ensure the OTP entered is correct
b) Try using a different card
c) Wait a few minutes and try again
For Net Banking:
a) Double-check the OTP entered
b) Use a different bank for the payment
c) Wait a few minutes and try again.
If the issue persists, contact Simpl customer support for further assistance. Rest assured, if any amount has been debited from your account, it will be refunded within 3-7 working days.",https://www.myntra.com/faqs
I havenâ€™t placed any order using Simpl Pay in 3 but received a message about it. What should I do?,"If you receive a message about a transaction you didnâ€™t make, please report it immediately to Simpl customer support to investigate any unauthorized activity on your account. You can reach our customer support team in two ways:
Chatbot : Access our chatbot for quick assistance
Email : Contact us directly at help@getsimpl.com for support.",https://www.myntra.com/faqs
What is Supercoin?,Supercoin is a reward point that can be used to redeem exciting rewards based on the terms & conditions provided by Myntra.,https://www.myntra.com/faqs
How can I earn Supercoin on Myntra?,"In order to earn Supercoins on Myntra, You are required to place an order on the Myntra platform.",https://www.myntra.com/faqs
What is the expiry duration for Super coins?,SuperCoins will expire after 1 year from the date on which they were credited to a user's account unless specified otherwise. Expiry period of SuperCoins only starts once these are credited into a user's account.,https://www.myntra.com/faqs
How many Supercoins can I utilize while purchasing the product on the Myntra platform?,"The Supercoin utilization depends on your insider tier below-mentioned -
10% Of Order Value (Select)
15% Of Order Value (Elite)
20% Of Order Value(Icon)
You can use a maximum of 700 supercoins per month. Please note the maximum Supercoin limit gets refreshed periodically.",https://www.myntra.com/faqs
Why donâ€™t I see Supercoins for purchases made on Myntra?,"Myntra has discontinued the issuance of SuperCoins starting 14th February. In place of SuperCoins, we have introduced exclusive direct discounts for Insiders, available through a special sale on the 28th of each month.",https://www.myntra.com/faqs
Why has Myntra changed the Supercoin construct?,"Weâ€™ve made this change to simplify and enhance your rewards experience. Instead of issuing Supercoins, weâ€™re hosting Insider Day, exclusively for Myntra Insiders on the 28th of every month. This new approach eliminates the complexity of tracking and redeeming coins, providing you with direct, valuable benefits every month.",https://www.myntra.com/faqs
I had the option to redeem Supercoins for orders. Why is this option no longer available?,"The introduction of Monthly Insider Day, which will provide higher and exclusive price benefits to Insiders, has replaced SuperCoins. You can continue to avail the following redemption options with your existing SuperCoins:
Brand vouchers
Gift cards on Myntra
Redemption on Flipkart and Cleartrip
Please note that these redemption options are available until 31st July 2025.",https://www.myntra.com/faqs
Why am I losing the monetary benefit of redeeming SuperCoins for orders?,"We are constantly looking to enhance the customer experience on Myntra. Towards this, we want you to enjoy the hassle-free benefits of Insider Day which obviates the need for keeping track of your SuperCoins. With Insider Day weâ€™re introducing new benefits, such as exclusive discounts ranging from 5% to 15% with a maximum discount of Rs. 500 as part of Insider Day deals. We believe these changes provide more seamless, meaningful, and impactful rewards",https://www.myntra.com/faqs
How can I redeem my remaining SuperCoins?,You can use your SuperCoins to redeem brand vouchers and gift cards available on the Myntra platform. These options will remain accessible until 31st July 2025.,https://www.myntra.com/faqs
What additional benefits are being offered to Insiders?,"To reward your loyalty more meaningfully, weâ€™ve introduced the following benefits:
Exclusive Insider-only sales on the 28th of every month.
Direct discounts range from 5% to 15% off, with a maximum discount of Rs. 500. during the Insider Day sale based on your insider tier
Other Insider Benefits- Continue to enjoy ongoing perks such as Exclusive Product Launches, Early Access, Hi-Care Customer Support, Curated Rewards like Spotify, and more",https://www.myntra.com/faqs
"I have Supercoins with 6 months validity, but Myntra is not allowing me to use them. Why?","Direct Supercoin redemptions for orders have been phased out. However, you can still redeem your Supercoins for:
Brand vouchers
Gift cards on Myntra
Redemption opportunities on other platforms like Flipkart and Cleartrip
Please note that these redemption options are available until 31st July 2025.",https://www.myntra.com/faqs
I want to use my Supercoins on Myntra. What are my options?,You can redeem your Supercoins by purchasing Gift Cards or Brand vouchers on Myntra (Please note that these redemption options are available until 31st July 2025).,https://www.myntra.com/faqs
Why is a gift card purchase unavailable right now?,"Gift Card availability may vary depending on the platform updates. If youâ€™re unable to access this option currently, please check again later or explore other redemption options, such as brand vouchers.",https://www.myntra.com/faqs
"To get an extra discount, should I wait for Insider Day every month to purchase products?","While brands on Myntra offer great deals to customers all through the year, Insider Day offers exclusive discounts of 5% to 15% off, with a maximum discount of Rs. 500. On the 28th of every month to Myntra Insiders",https://www.myntra.com/faqs
Why is the Coin-in-Cash conversion no longer available?,"The Coin-in-Cash conversion provided a 1% return value on order values and was limited to a smaller selection of items. Myntra has replaced this system with direct discounts of 5% to 15% off, with a maximum discount of Rs. 500, which offer broader, more valuable savings across a wider range of products. In addition, with this change, Insiders don't need to keep track of their SuperCoins.",https://www.myntra.com/faqs
What is Mnow?,"Mnow is Myntra's latest service, which is designed to delight customers by offering product delivery within 30 minutes to 2 hours.",https://www.myntra.com/faqs
"If I wish to cancel my order, can I do this?","You can cancel your order through the app or website from the MyOrders page, as long as it hasnâ€™t been pre-packed. Once the order is packed, cancellation via the app or website is no longer available, but you can still refuse the delivery at your doorstep.",https://www.myntra.com/faqs
Is Mnow serviceable for all locations?,Mnow is currently available in selected pincodes of Bangalore.,https://www.myntra.com/faqs
What if I donâ€™t receive my order by the promised time?,"We will try our best to ensure your order is delivered within the promised timeline.
On rare occasions, due to unforeseen circumstances like traffic or weather impact situations, your order might be delayed. In case of imminent delay, our customer support executive will keep you updated about the delivery time of your order.",https://www.myntra.com/faqs
How can I return an Mnow item?,"You can place a return request via the MyOrders page as long as the item is returnable and the return request is placed within the return window. Once a return is placed, the expected pickup timeline will be available on the MyOrders page.",https://www.myntra.com/faqs
Will my return also be picked up in 30 minutes to 2 hours?,"Currently, we do not offer this option. Return pickup timelines will be the same as normal returns on Myntra (we will pick up the return within 3-7 days from the request placement date).",https://www.myntra.com/faqs
How can I exchange an Mnow item?,"You can place an exchange request via the MyOrders page as long as the item is exchangeable and the exchange request is placed within the exchange window.
However, we would like to inform you that we will not be able to offer the exchange/replacement within 2 hours, and timelines will be the same as normal exchanges placed on Myntra.",https://www.myntra.com/faqs
How can I track my order?,You can track your order from the MyOrders page of the Myntra app.,https://www.myntra.com/faqs
Where can I get the delivery agent's number?,"As soon as the order is picked by the delivery agent and is out for delivery, you will get the calling option on the Myntra app.",https://www.myntra.com/faqs
What are the products that are eligible for Mnow delivery?,"Currently, we have selected styles across beauty, personal care, apparel, footwear, and accessories.
Please check the Mnow store on the Myntra app to browse and pick your favorite styles.",https://www.myntra.com/faqs
Can I modify my Mnow order?,"Currently, we do not offer this option. You can, however, cancel your order and place a fresh request if the order is not yet packed.
In case the order is already packed, you have the provision to decline it at the doorstep, post which your refund will be initiated.",https://www.myntra.com/faqs
How much does VIP ticket cost?,At Rs 99. Customers will get the benefit for the VIP Ticket.,https://www.myntra.com/faqs
Is the VIP ticket membership fee refundable?,"No, the membership fee for the VIP ticket is non-refundable and non-cancellable. However, the program's benefits and perks are available to you for the entire duration of your membership.",https://www.myntra.com/faqs
Is there a membership fee for Myntra Insider?,No. There is no membership fee to participate in Myntra's Insider loyalty program. All you need to do is visit Myntra Insider and join the program.,https://www.myntra.com/faqs
Is there a criterion to join the Myntra Insider program?,"You need to have shopped for Rs. 4,000 (net of returns) and made at least 2 orders in the last 12 months on Myntra to be eligible to join the Myntra Insider program.",https://www.myntra.com/faqs
Are there any Loyalty tier-based benefits in Myntra Insider?,"Yes, based on your net spend an Insider can level up to attain the status of Elite or Icon. The net spends required are specified in the Myntra Insider section and are subject to change from time to time.",https://www.myntra.com/faqs
For how long is the tier status valid?,"You need to make adequate spends on Myntra to retain your tier status. To retain an Icon status you need to spend at least Rs. 25,000 every 6 months. To retain the Elite tier, you need to spend at least Rs. 10,000 every 6 months. To retain the Select tier, you need to spend at least Rs. 4,000 across 2 orders every 12 months.",https://www.myntra.com/faqs
How do I move to the next tier?,"You need to make adequate spends on Myntra to move to the next tier. To move to the Icon tier you need to spend at least Rs. 25,000 in the last 6 months. To move to the Elite tier you need to spend at least Rs. 10,000 every 6 months. You will not be eligible for tier upgrades if product returns by you on the Platform are higher than average (as informed to you when you visit the Cart page)",https://www.myntra.com/faqs
What are the other benefits that I get for being a Myntra Insider?,You will get a variety of benefits as a Myntra Insider and they increase as per your tier status and are listed in Myntra Insider benefits section. These benefits are subject to change from time to time. Please check the T&C's regularly to stay updated.,https://www.myntra.com/faqs
Will I lose my membership if I change my mobile device or phone number?,No. The membership is tagged to your user id and you may feel free to change device or phone number and yet retain your membership. Just make sure that your phone number is updated on your Myntra profile. You will also need to reach out to Flipkart's customer care and update your phone number for your SuperCoins account.,https://www.myntra.com/faqs
Where can I see the Terms & Conditions for Myntra Insider?,You may access the Terms & Conditions using link,https://www.myntra.com/faqs
Will I get early access to sales as I'm a Myntra Insider?,"Yes, you will be able to access select sale events such as End of Reason Sale, Big Fashion Festival, etc., for a few hours prior to the sale event which will be communicated to you before the sale.",https://www.myntra.com/faqs
Can I buy a Myntra Insider membership?,"Myntra Insider is a no-fee membership program, that gives customers more every time they shop with us. There is no joining fee as we believe that all customers shopping on Myntra should have an equal opportunity to join based on their purchase history with us. You need to have shopped for Rs. 4,000 (net of returns) and made at least 2 orders in the last 12 months on Myntra to be eligible to join the Myntra Insider program.",https://www.myntra.com/faqs
Why have some rewards disappeared from the Insider Rewards store?,"Popular rewards in the Insider Rewards store can go out of stock quickly due to high demand. Don't worry, though! We regularly add new rewards, so check back often or explore other available options in the Insider Rewards section.",https://www.myntra.com/faqs
"I see some rewards I want, but I can't get them. Why?","To successfully redeem a reward, double-check the following:
Sufficient SuperCoins: Ensure you have enough SuperCoins for the reward.
Spending Limits: Verify your purchase is within any daily or monthly spending limits.
Terms and Conditions: Make sure you meet all the specific terms and conditions outlined on the reward's page.",https://www.myntra.com/faqs
Where can I find a history of the Insider Rewards I've redeemed?,"Go to your Myntra account and look for the ""Insider Claimed"" section within ""Myntra Insider"" to see the rewards you've used.",https://www.myntra.com/faqs
Can I use SuperCoins to purchase Myntra or brand vouchers?,"Yes, you can exchange your SuperCoins for Myntra and brand vouchers in the Insider Rewards section.",https://www.myntra.com/faqs
Why can't I see my Flipkart SuperCoin transactions on Myntra?,"Myntra only displays SuperCoin activity that occurs on its own platform. For a complete history of your SuperCoin earnings and redemptions, including those from Flipkart, please visit the SuperCoins section on the Flipkart app or website.",https://www.myntra.com/faqs
Who should I contact if I have questions about SuperCoins used on Flipkart or other partner sites?,"For any inquiries regarding SuperCoin transactions outside of Myntra, you'll need to contact the customer support team of the specific partner where the transaction occurred. For example, if your question is about a Flipkart redemption, you should reach out to Flipkart customer support.",https://www.myntra.com/faqs
What is Flipkart Axis Bank Credit Card?,"Flipkart Axis Bank Credit Card (â€œCardâ€) is a credit card issued by Axis Bank in association with Flipkart Internet Pvt Ltd. (Flipkart) to you (â€œCustomerâ€). You can use the Card for all your purchases, both on and outside Flipkart, and earn cashback that will be credited to your Credit Card account.",https://www.myntra.com/faqs
